state,county,candidate,party,total_votes,won
Kentucky,Knox County,Brock Pierce,IND,6,FALSE
Kentucky,Larue County,Donald Trump,REP,5685,TRUE
Kentucky,Larue County,Joe Biden,DEM,1504,FALSE
Kentucky,Larue County,Jo Jorgensen,LIB,86,FALSE
Kentucky,Larue County,Kanye West,IND,19,FALSE
Kentucky,Larue County,Brock Pierce,IND,7,FALSE
Kentucky,Laurel County,Donald Trump,REP,23234,TRUE
Kentucky,Laurel County,Joe Biden,DEM,4474,FALSE
Kentucky,Laurel County,Jo Jorgensen,LIB,282,FALSE
Kentucky,Laurel County,Kanye West,IND,55,FALSE
Kentucky,Laurel County,Brock Pierce,IND,52,FALSE
Kentucky,Lawrence County,Donald Trump,REP,5633,TRUE
Kentucky,Lawrence County,Joe Biden,DEM,1238,FALSE
Kentucky,Lawrence County,Jo Jorgensen,LIB,50,FALSE
Kentucky,Lawrence County,Kanye West,IND,20,FALSE
Kentucky,Lawrence County,Brock Pierce,IND,14,FALSE
Kentucky,Lee County,Donald Trump,REP,2159,TRUE
Kentucky,Lee County,Joe Biden,DEM,459,FALSE
Kentucky,Lee County,Jo Jorgensen,LIB,25,FALSE
Kentucky,Lee County,Brock Pierce,IND,11,FALSE
Kentucky,Lee County,Kanye West,IND,5,FALSE
Kentucky,Leslie County,Donald Trump,REP,4318,TRUE
Kentucky,Leslie County,Joe Biden,DEM,446,FALSE
Kentucky,Leslie County,Jo Jorgensen,LIB,23,FALSE
Kentucky,Leslie County,Kanye West,IND,12,FALSE
Kentucky,Leslie County,Brock Pierce,IND,9,FALSE
Kentucky,Leslie County, Write-ins,WRI,6,FALSE
Kentucky,Letcher County,Donald Trump,REP,7226,TRUE
Kentucky,Letcher County,Joe Biden,DEM,1799,FALSE
Kentucky,Letcher County,Jo Jorgensen,LIB,69,FALSE
Kentucky,Letcher County,Kanye West,IND,28,FALSE
Kentucky,Letcher County,Brock Pierce,IND,13,FALSE
Kentucky,Lewis County,Donald Trump,REP,4986,TRUE
Kentucky,Lewis County,Joe Biden,DEM,823,FALSE
Kentucky,Lewis County,Jo Jorgensen,LIB,61,FALSE
Kentucky,Lewis County,Brock Pierce,IND,7,FALSE
Kentucky,Lewis County,Kanye West,IND,6,FALSE
Kentucky,Lincoln County,Donald Trump,REP,8489,TRUE
Kentucky,Lincoln County,Joe Biden,DEM,2254,FALSE
Kentucky,Lincoln County,Jo Jorgensen,LIB,129,FALSE
Kentucky,Lincoln County,Kanye West,IND,23,FALSE
Kentucky,Lincoln County,Brock Pierce,IND,18,FALSE
Kentucky,Livingston County,Donald Trump,REP,4010,TRUE
Kentucky,Livingston County,Joe Biden,DEM,939,FALSE
Kentucky,Livingston County,Jo Jorgensen,LIB,44,FALSE
Kentucky,Livingston County,Kanye West,IND,6,FALSE
Kentucky,Livingston County,Brock Pierce,IND,4,FALSE
Kentucky,Logan County,Donald Trump,REP,9067,TRUE
Kentucky,Logan County,Joe Biden,DEM,3094,FALSE
Kentucky,Logan County,Jo Jorgensen,LIB,145,FALSE
Kentucky,Logan County,Kanye West,IND,22,FALSE
Kentucky,Logan County,Brock Pierce,IND,18,FALSE
Kentucky,Lyon County,Donald Trump,REP,3100,TRUE
Kentucky,Lyon County,Joe Biden,DEM,1092,FALSE
Kentucky,Lyon County,Jo Jorgensen,LIB,25,FALSE
Kentucky,Lyon County,Kanye West,IND,7,FALSE
Kentucky,Lyon County,Brock Pierce,IND,4,FALSE
Kentucky,McCracken County,Donald Trump,REP,21820,TRUE
Kentucky,McCracken County,Joe Biden,DEM,11190,FALSE
Kentucky,McCracken County,Jo Jorgensen,LIB,376,FALSE
Kentucky,McCracken County,Kanye West,IND,92,FALSE
Kentucky,McCracken County,Brock Pierce,IND,43,FALSE
Kentucky,McCreary County,Donald Trump,REP,5664,TRUE
Kentucky,McCreary County,Joe Biden,DEM,725,FALSE
Kentucky,McCreary County,Jo Jorgensen,LIB,34,FALSE
Kentucky,McCreary County,Kanye West,IND,8,FALSE
Kentucky,McCreary County,Brock Pierce,IND,4,FALSE
Kentucky,McLean County,Donald Trump,REP,3633,TRUE
Kentucky,McLean County,Joe Biden,DEM,1074,FALSE
Kentucky,McLean County,Jo Jorgensen,LIB,56,FALSE
Kentucky,McLean County,Kanye West,IND,11,FALSE
Kentucky,McLean County,Brock Pierce,IND,8,FALSE
Kentucky,Madison County,Donald Trump,REP,27353,TRUE
Kentucky,Madison County,Joe Biden,DEM,15580,FALSE
Kentucky,Madison County,Jo Jorgensen,LIB,726,FALSE
Kentucky,Madison County,Kanye West,IND,140,FALSE
Kentucky,Madison County,Brock Pierce,IND,104,FALSE
Kentucky,Magoffin County,Donald Trump,REP,4174,TRUE
Kentucky,Magoffin County,Joe Biden,DEM,1213,FALSE
Kentucky,Magoffin County,Jo Jorgensen,LIB,40,FALSE
Kentucky,Magoffin County,Kanye West,IND,10,FALSE
Kentucky,Magoffin County,Brock Pierce,IND,9,FALSE
Kentucky,Marion County,Donald Trump,REP,6113,TRUE
Kentucky,Marion County,Joe Biden,DEM,2722,FALSE
Kentucky,Marion County,Jo Jorgensen,LIB,55,FALSE
Kentucky,Marion County,Kanye West,IND,24,FALSE
Kentucky,Marion County,Brock Pierce,IND,14,FALSE
Kentucky,Marshall County,Donald Trump,REP,13297,TRUE
Kentucky,Marshall County,Joe Biden,DEM,4071,FALSE
Kentucky,Marshall County,Jo Jorgensen,LIB,165,FALSE
Kentucky,Marshall County,Kanye West,IND,44,FALSE
Kentucky,Marshall County,Brock Pierce,IND,24,FALSE
Kentucky,Martin County,Donald Trump,REP,3496,TRUE
Kentucky,Martin County,Joe Biden,DEM,403,FALSE
Kentucky,Martin County,Jo Jorgensen,LIB,17,FALSE
Kentucky,Martin County,Kanye West,IND,8,FALSE
Kentucky,Martin County,Brock Pierce,IND,6,FALSE
Kentucky,Mason County,Donald Trump,REP,5477,TRUE
Kentucky,Mason County,Joe Biden,DEM,2362,FALSE
Kentucky,Mason County,Jo Jorgensen,LIB,85,FALSE
Kentucky,Mason County,Kanye West,IND,19,FALSE
Kentucky,Mason County,Brock Pierce,IND,15,FALSE
Kentucky,Mason County, Write-ins,WRI,0,FALSE
Kentucky,Meade County,Donald Trump,REP,10184,TRUE
Kentucky,Meade County,Joe Biden,DEM,3632,FALSE
Kentucky,Meade County,Jo Jorgensen,LIB,235,FALSE
Kentucky,Meade County,Kanye West,IND,33,FALSE
Kentucky,Meade County,Brock Pierce,IND,26,FALSE
Kentucky,Menifee County,Donald Trump,REP,2311,TRUE
Kentucky,Menifee County,Joe Biden,DEM,750,FALSE
Kentucky,Menifee County,Jo Jorgensen,LIB,24,FALSE
Kentucky,Menifee County,Kanye West,IND,12,FALSE
Kentucky,Menifee County,Brock Pierce,IND,5,FALSE
Kentucky,Mercer County,Donald Trump,REP,8506,TRUE
Kentucky,Mercer County,Joe Biden,DEM,3033,FALSE
Kentucky,Mercer County,Jo Jorgensen,LIB,140,FALSE
Kentucky,Mercer County,Kanye West,IND,40,FALSE
Kentucky,Mercer County,Brock Pierce,IND,16,FALSE
Kentucky,Metcalfe County,Donald Trump,REP,3957,TRUE
Kentucky,Metcalfe County,Joe Biden,DEM,973,FALSE
Kentucky,Metcalfe County,Jo Jorgensen,LIB,56,FALSE
Kentucky,Metcalfe County,Kanye West,IND,12,FALSE
Kentucky,Metcalfe County,Brock Pierce,IND,10,FALSE
Kentucky,Metcalfe County, Write-ins,WRI,6,FALSE
Kentucky,Monroe County,Donald Trump,REP,4628,TRUE
Kentucky,Monroe County,Joe Biden,DEM,657,FALSE
Kentucky,Monroe County,Jo Jorgensen,LIB,30,FALSE
Kentucky,Monroe County,Kanye West,IND,10,FALSE
Kentucky,Monroe County,Brock Pierce,IND,5,FALSE
Kentucky,Montgomery County,Donald Trump,REP,8993,TRUE
Kentucky,Montgomery County,Joe Biden,DEM,3630,FALSE
Kentucky,Montgomery County,Jo Jorgensen,LIB,154,FALSE
Kentucky,Montgomery County,Kanye West,IND,41,FALSE
Kentucky,Montgomery County,Brock Pierce,IND,19,FALSE
Kentucky,Morgan County,Donald Trump,REP,4297,TRUE
Kentucky,Morgan County,Joe Biden,DEM,1172,FALSE
Kentucky,Morgan County,Jo Jorgensen,LIB,27,FALSE
Kentucky,Morgan County,Kanye West,IND,21,FALSE
Kentucky,Morgan County,Brock Pierce,IND,18,FALSE
Kentucky,Muhlenberg County,Donald Trump,REP,10496,TRUE
Kentucky,Muhlenberg County,Joe Biden,DEM,3544,FALSE
Kentucky,Muhlenberg County,Jo Jorgensen,LIB,138,FALSE
Kentucky,Muhlenberg County,Kanye West,IND,34,FALSE
Kentucky,Muhlenberg County,Brock Pierce,IND,17,FALSE
Kentucky,Nelson County,Donald Trump,REP,15703,TRUE
Kentucky,Nelson County,Joe Biden,DEM,7188,FALSE
Kentucky,Nelson County,Jo Jorgensen,LIB,268,FALSE
Kentucky,Nelson County,Kanye West,IND,45,FALSE
Kentucky,Nelson County,Brock Pierce,IND,41,FALSE
Kentucky,Nicholas County,Donald Trump,REP,2407,TRUE
Kentucky,Nicholas County,Joe Biden,DEM,954,FALSE
Kentucky,Nicholas County,Jo Jorgensen,LIB,27,FALSE
Kentucky,Nicholas County,Brock Pierce,IND,3,FALSE
Kentucky,Nicholas County,Kanye West,IND,3,FALSE
Kentucky,Nicholas County, Write-ins,WRI,2,FALSE
Kentucky,Ohio County,Donald Trump,REP,8582,TRUE
Kentucky,Ohio County,Joe Biden,DEM,2404,FALSE
Kentucky,Ohio County,Jo Jorgensen,LIB,99,FALSE
Kentucky,Ohio County,Kanye West,IND,29,FALSE
Kentucky,Ohio County,Brock Pierce,IND,13,FALSE
Kentucky,Oldham County,Donald Trump,REP,22651,TRUE
Kentucky,Oldham County,Joe Biden,DEM,14504,FALSE
Kentucky,Oldham County,Jo Jorgensen,LIB,601,FALSE
Kentucky,Oldham County,Kanye West,IND,113,FALSE
Kentucky,Oldham County,Brock Pierce,IND,67,FALSE
Kentucky,Owen County,Donald Trump,REP,4292,TRUE
Kentucky,Owen County,Joe Biden,DEM,1098,FALSE
Kentucky,Owen County,Jo Jorgensen,LIB,46,FALSE
Kentucky,Owen County,Brock Pierce,IND,10,FALSE
Kentucky,Owen County,Kanye West,IND,10,FALSE
Kentucky,Owsley County,Donald Trump,REP,1670,TRUE
Kentucky,Owsley County,Joe Biden,DEM,216,FALSE
Kentucky,Owsley County,Jo Jorgensen,LIB,6,FALSE
Kentucky,Owsley County,Kanye West,IND,3,FALSE
Kentucky,Owsley County,Brock Pierce,IND,0,FALSE
Kentucky,Pendleton County,Donald Trump,REP,5515,TRUE
Kentucky,Pendleton County,Joe Biden,DEM,1322,FALSE
Kentucky,Pendleton County,Jo Jorgensen,LIB,56,FALSE
Kentucky,Pendleton County,Kanye West,IND,18,FALSE
Kentucky,Pendleton County,Brock Pierce,IND,14,FALSE
Kentucky,Perry County,Donald Trump,REP,8118,TRUE
Kentucky,Perry County,Joe Biden,DEM,2350,FALSE
Kentucky,Perry County,Jo Jorgensen,LIB,98,FALSE
Kentucky,Perry County,Kanye West,IND,28,FALSE
Kentucky,Perry County,Brock Pierce,IND,12,FALSE
Kentucky,Pike County,Donald Trump,REP,20279,TRUE
Kentucky,Pike County,Joe Biden,DEM,4862,FALSE
Kentucky,Pike County,Jo Jorgensen,LIB,154,FALSE
Kentucky,Pike County,Kanye West,IND,47,FALSE
Kentucky,Pike County,Brock Pierce,IND,26,FALSE
Kentucky,Powell County,Donald Trump,REP,4041,TRUE
Kentucky,Powell County,Joe Biden,DEM,1367,FALSE
Kentucky,Powell County,Jo Jorgensen,LIB,67,FALSE
Kentucky,Powell County,Kanye West,IND,16,FALSE
Kentucky,Powell County,Brock Pierce,IND,14,FALSE
Kentucky,Powell County, Write-ins,WRI,0,FALSE
Kentucky,Pulaski County,Donald Trump,REP,25441,TRUE
Kentucky,Pulaski County,Joe Biden,DEM,5664,FALSE
Kentucky,Pulaski County,Jo Jorgensen,LIB,323,FALSE
Kentucky,Pulaski County,Kanye West,IND,78,FALSE
Kentucky,Pulaski County,Brock Pierce,IND,31,FALSE
Kentucky,Robertson County,Donald Trump,REP,884,TRUE
Kentucky,Robertson County,Joe Biden,DEM,253,FALSE
Kentucky,Robertson County,Jo Jorgensen,LIB,6,FALSE
Kentucky,Robertson County,Kanye West,IND,2,FALSE
Kentucky,Robertson County,Brock Pierce,IND,1,FALSE
Kentucky,Rockcastle County,Donald Trump,REP,6577,TRUE
Kentucky,Rockcastle County,Joe Biden,DEM,1134,FALSE
Kentucky,Rockcastle County,Jo Jorgensen,LIB,56,FALSE
Kentucky,Rockcastle County,Kanye West,IND,13,FALSE
Kentucky,Rockcastle County,Brock Pierce,IND,3,FALSE
Kentucky,Rowan County,Donald Trump,REP,5994,TRUE
Kentucky,Rowan County,Joe Biden,DEM,3880,FALSE
Kentucky,Rowan County,Jo Jorgensen,LIB,137,FALSE
Kentucky,Rowan County,Kanye West,IND,31,FALSE
Kentucky,Rowan County,Brock Pierce,IND,16,FALSE
Kentucky,Russell County,Donald Trump,REP,7506,TRUE
Kentucky,Russell County,Joe Biden,DEM,1329,FALSE
Kentucky,Russell County,Jo Jorgensen,LIB,84,FALSE
Kentucky,Russell County,Kanye West,IND,11,FALSE
Kentucky,Russell County,Brock Pierce,IND,9,FALSE
Kentucky,Scott County,Donald Trump,REP,17764,TRUE
Kentucky,Scott County,Joe Biden,DEM,10564,FALSE
Kentucky,Scott County,Jo Jorgensen,LIB,480,FALSE
Kentucky,Scott County,Kanye West,IND,90,FALSE
Kentucky,Scott County,Brock Pierce,IND,52,FALSE
Kentucky,Shelby County,Donald Trump,REP,15054,TRUE
Kentucky,Shelby County,Joe Biden,DEM,8076,FALSE
Kentucky,Shelby County,Jo Jorgensen,LIB,301,FALSE
Kentucky,Shelby County,Kanye West,IND,73,FALSE
Kentucky,Shelby County,Brock Pierce,IND,38,FALSE
Kentucky,Simpson County,Donald Trump,REP,5888,TRUE
Kentucky,Simpson County,Joe Biden,DEM,2681,FALSE
Kentucky,Simpson County,Jo Jorgensen,LIB,128,FALSE
Kentucky,Simpson County,Brock Pierce,IND,18,FALSE
Kentucky,Simpson County,Kanye West,IND,17,FALSE
Kentucky,Spencer County,Donald Trump,REP,8737,TRUE
Kentucky,Spencer County,Joe Biden,DEM,2530,FALSE
Kentucky,Spencer County,Jo Jorgensen,LIB,124,FALSE
Kentucky,Spencer County,Kanye West,IND,21,FALSE
Kentucky,Spencer County,Brock Pierce,IND,17,FALSE
Kentucky,Taylor County,Donald Trump,REP,9376,TRUE
Kentucky,Taylor County,Joe Biden,DEM,2961,FALSE
Kentucky,Taylor County,Jo Jorgensen,LIB,119,FALSE
Kentucky,Taylor County,Kanye West,IND,35,FALSE
Kentucky,Taylor County,Brock Pierce,IND,19,FALSE
Kentucky,Todd County,Donald Trump,REP,4060,TRUE
Kentucky,Todd County,Joe Biden,DEM,1202,FALSE
Kentucky,Todd County,Jo Jorgensen,LIB,58,FALSE
Kentucky,Todd County,Kanye West,IND,19,FALSE
Kentucky,Todd County,Brock Pierce,IND,12,FALSE
Kentucky,Trigg County,Donald Trump,REP,5487,TRUE
Kentucky,Trigg County,Joe Biden,DEM,1791,FALSE
Kentucky,Trigg County,Jo Jorgensen,LIB,75,FALSE
Kentucky,Trigg County,Brock Pierce,IND,14,FALSE
Kentucky,Trigg County,Kanye West,IND,8,FALSE
Kentucky,Trimble County,Donald Trump,REP,3227,TRUE
Kentucky,Trimble County,Joe Biden,DEM,1012,FALSE
Kentucky,Trimble County,Jo Jorgensen,LIB,60,FALSE
Kentucky,Trimble County,Brock Pierce,IND,10,FALSE
Kentucky,Trimble County,Kanye West,IND,10,FALSE
Kentucky,Union County,Donald Trump,REP,4965,TRUE
Kentucky,Union County,Joe Biden,DEM,1529,FALSE
Kentucky,Union County,Jo Jorgensen,LIB,67,FALSE
Kentucky,Union County,Kanye West,IND,9,FALSE
Kentucky,Union County,Brock Pierce,IND,6,FALSE
Kentucky,Warren County,Donald Trump,REP,31790,TRUE
Kentucky,Warren County,Joe Biden,DEM,22477,FALSE
Kentucky,Warren County,Jo Jorgensen,LIB,823,FALSE
Kentucky,Warren County,Kanye West,IND,184,FALSE
Kentucky,Warren County,Brock Pierce,IND,77,FALSE
Kentucky,Washington County,Donald Trump,REP,4482,TRUE
Kentucky,Washington County,Joe Biden,DEM,1644,FALSE
Kentucky,Washington County,Jo Jorgensen,LIB,72,FALSE
Kentucky,Washington County,Brock Pierce,IND,14,FALSE
Kentucky,Washington County,Kanye West,IND,11,FALSE
Kentucky,Wayne County,Donald Trump,REP,7430,TRUE
Kentucky,Wayne County,Joe Biden,DEM,1700,FALSE
Kentucky,Wayne County,Jo Jorgensen,LIB,69,FALSE
Kentucky,Wayne County,Kanye West,IND,29,FALSE
Kentucky,Wayne County,Brock Pierce,IND,12,FALSE
Kentucky,Webster County,Donald Trump,REP,4506,TRUE
Kentucky,Webster County,Joe Biden,DEM,1412,FALSE
Kentucky,Webster County,Jo Jorgensen,LIB,54,FALSE
Kentucky,Webster County,Kanye West,IND,16,FALSE
Kentucky,Webster County,Brock Pierce,IND,3,FALSE
Kentucky,Whitley County,Donald Trump,REP,12567,TRUE
Kentucky,Whitley County,Joe Biden,DEM,2552,FALSE
Kentucky,Whitley County,Jo Jorgensen,LIB,177,FALSE
Kentucky,Whitley County,Kanye West,IND,34,FALSE
Kentucky,Whitley County,Brock Pierce,IND,17,FALSE
Kentucky,Wolfe County,Donald Trump,REP,2097,TRUE
Kentucky,Wolfe County,Joe Biden,DEM,837,FALSE
Kentucky,Wolfe County,Jo Jorgensen,LIB,21,FALSE
Kentucky,Wolfe County,Brock Pierce,IND,13,FALSE
Kentucky,Wolfe County,Kanye West,IND,9,FALSE
Kentucky,Wolfe County, Write-ins,WRI,4,FALSE
Kentucky,Woodford County,Donald Trump,REP,8362,TRUE
Kentucky,Woodford County,Joe Biden,DEM,6530,FALSE
Kentucky,Woodford County,Jo Jorgensen,LIB,237,FALSE
Kentucky,Woodford County,Kanye West,IND,50,FALSE
Kentucky,Woodford County,Brock Pierce,IND,32,FALSE
Louisiana,Acadia Parish,Donald Trump,REP,22596,TRUE
Louisiana,Acadia Parish,Joe Biden,DEM,5443,FALSE
Louisiana,Acadia Parish,Jo Jorgensen,LIB,241,FALSE
Louisiana,Acadia Parish,Kanye West,IND,45,FALSE
Louisiana,Acadia Parish,Brian Carroll,ASP,25,FALSE
Louisiana,Acadia Parish,Jade Simmons,IND,18,FALSE
Louisiana,Acadia Parish,Don Blankenship,CST,16,FALSE
Louisiana,Acadia Parish,President Boddie,IND,12,FALSE
Louisiana,Acadia Parish,Bill Hammons,UTY,8,FALSE
Louisiana,Acadia Parish,Tom Hoefling,LLC,8,FALSE
Louisiana,Acadia Parish,Brock Pierce,IND,6,FALSE
Louisiana,Acadia Parish,Gloria La Riva,PSL,4,FALSE
Louisiana,Acadia Parish,Alyson Kennedy,SWP,3,FALSE
Louisiana,Allen Parish,Donald Trump,REP,7574,TRUE
Louisiana,Allen Parish,Joe Biden,DEM,2108,FALSE
Louisiana,Allen Parish,Jo Jorgensen,LIB,73,FALSE
Louisiana,Allen Parish,Kanye West,IND,15,FALSE
Louisiana,Allen Parish,Jade Simmons,IND,13,FALSE
Louisiana,Allen Parish,Brian Carroll,ASP,11,FALSE
Louisiana,Allen Parish,Don Blankenship,CST,6,FALSE
Louisiana,Allen Parish,Tom Hoefling,LLC,3,FALSE
Louisiana,Allen Parish,Brock Pierce,IND,3,FALSE
Louisiana,Allen Parish,President Boddie,IND,2,FALSE
Louisiana,Allen Parish,Bill Hammons,UTY,1,FALSE
Louisiana,Allen Parish,Gloria La Riva,PSL,1,FALSE
Louisiana,Allen Parish,Alyson Kennedy,SWP,0,FALSE
Louisiana,Ascension Parish,Donald Trump,REP,40687,TRUE
Louisiana,Ascension Parish,Joe Biden,DEM,20399,FALSE
Louisiana,Ascension Parish,Jo Jorgensen,LIB,816,FALSE
Louisiana,Ascension Parish,Kanye West,IND,134,FALSE
Louisiana,Ascension Parish,Brian Carroll,ASP,89,FALSE
Louisiana,Ascension Parish,Jade Simmons,IND,46,FALSE
Louisiana,Ascension Parish,President Boddie,IND,32,FALSE
Louisiana,Ascension Parish,Brock Pierce,IND,28,FALSE
Louisiana,Ascension Parish,Gloria La Riva,PSL,26,FALSE
Louisiana,Ascension Parish,Don Blankenship,CST,20,FALSE
Louisiana,Ascension Parish,Tom Hoefling,LLC,19,FALSE
Louisiana,Ascension Parish,Bill Hammons,UTY,16,FALSE
Louisiana,Ascension Parish,Alyson Kennedy,SWP,13,FALSE
Louisiana,Assumption Parish,Donald Trump,REP,7271,TRUE
Louisiana,Assumption Parish,Joe Biden,DEM,3833,FALSE
Louisiana,Assumption Parish,Jo Jorgensen,LIB,68,FALSE
Louisiana,Assumption Parish,Kanye West,IND,16,FALSE
Louisiana,Assumption Parish,Brian Carroll,ASP,13,FALSE
Louisiana,Assumption Parish,Don Blankenship,CST,8,FALSE
Louisiana,Assumption Parish,Jade Simmons,IND,6,FALSE
Louisiana,Assumption Parish,President Boddie,IND,5,FALSE
Louisiana,Assumption Parish,Bill Hammons,UTY,5,FALSE
Louisiana,Assumption Parish,Alyson Kennedy,SWP,4,FALSE
Louisiana,Assumption Parish,Brock Pierce,IND,3,FALSE
Louisiana,Assumption Parish,Gloria La Riva,PSL,2,FALSE
Louisiana,Assumption Parish,Tom Hoefling,LLC,1,FALSE
Louisiana,Avoyelles Parish,Donald Trump,REP,12028,TRUE
Louisiana,Avoyelles Parish,Joe Biden,DEM,4979,FALSE
Louisiana,Avoyelles Parish,Jo Jorgensen,LIB,161,FALSE
Louisiana,Avoyelles Parish,Kanye West,IND,41,FALSE
Louisiana,Avoyelles Parish,President Boddie,IND,23,FALSE
Louisiana,Avoyelles Parish,Brian Carroll,ASP,20,FALSE
Louisiana,Avoyelles Parish,Jade Simmons,IND,11,FALSE
Louisiana,Avoyelles Parish,Don Blankenship,CST,8,FALSE
Louisiana,Avoyelles Parish,Tom Hoefling,LLC,7,FALSE
Louisiana,Avoyelles Parish,Alyson Kennedy,SWP,5,FALSE
Louisiana,Avoyelles Parish,Gloria La Riva,PSL,5,FALSE
Louisiana,Avoyelles Parish,Brock Pierce,IND,3,FALSE
Louisiana,Avoyelles Parish,Bill Hammons,UTY,1,FALSE
Louisiana,Beauregard Parish,Donald Trump,REP,13575,TRUE
Louisiana,Beauregard Parish,Joe Biden,DEM,2542,FALSE
Louisiana,Beauregard Parish,Jo Jorgensen,LIB,172,FALSE
Louisiana,Beauregard Parish,Brian Carroll,ASP,18,FALSE
Louisiana,Beauregard Parish,Jade Simmons,IND,13,FALSE
Louisiana,Beauregard Parish,Kanye West,IND,13,FALSE
Louisiana,Beauregard Parish,Don Blankenship,CST,6,FALSE
Louisiana,Beauregard Parish,President Boddie,IND,6,FALSE
Louisiana,Beauregard Parish,Tom Hoefling,LLC,5,FALSE
Louisiana,Beauregard Parish,Bill Hammons,UTY,3,FALSE
Louisiana,Beauregard Parish,Gloria La Riva,PSL,3,FALSE
Louisiana,Beauregard Parish,Brock Pierce,IND,1,FALSE
Louisiana,Beauregard Parish,Alyson Kennedy,SWP,0,FALSE
Louisiana,Bienville Parish,Donald Trump,REP,3891,TRUE
Louisiana,Bienville Parish,Joe Biden,DEM,3067,FALSE
Louisiana,Bienville Parish,Jo Jorgensen,LIB,49,FALSE
Louisiana,Bienville Parish,Kanye West,IND,12,FALSE
Louisiana,Bienville Parish,President Boddie,IND,10,FALSE
Louisiana,Bienville Parish,Brian Carroll,ASP,7,FALSE
Louisiana,Bienville Parish,Don Blankenship,CST,4,FALSE
Louisiana,Bienville Parish,Brock Pierce,IND,3,FALSE
Louisiana,Bienville Parish,Jade Simmons,IND,3,FALSE
Louisiana,Bienville Parish,Bill Hammons,UTY,1,FALSE
Louisiana,Bienville Parish,Tom Hoefling,LLC,1,FALSE
Louisiana,Bienville Parish,Alyson Kennedy,SWP,1,FALSE
Louisiana,Bienville Parish,Gloria La Riva,PSL,1,FALSE
Louisiana,Bossier Parish,Donald Trump,REP,38074,TRUE
Louisiana,Bossier Parish,Joe Biden,DEM,15662,FALSE
Louisiana,Bossier Parish,Jo Jorgensen,LIB,632,FALSE
Louisiana,Bossier Parish,Kanye West,IND,82,FALSE
Louisiana,Bossier Parish,Brian Carroll,ASP,40,FALSE
Louisiana,Bossier Parish,Jade Simmons,IND,38,FALSE
Louisiana,Bossier Parish,Don Blankenship,CST,31,FALSE
Louisiana,Bossier Parish,President Boddie,IND,22,FALSE
Louisiana,Bossier Parish,Tom Hoefling,LLC,19,FALSE
Louisiana,Bossier Parish,Gloria La Riva,PSL,19,FALSE
Louisiana,Bossier Parish,Brock Pierce,IND,15,FALSE
Louisiana,Bossier Parish,Bill Hammons,UTY,12,FALSE
Louisiana,Bossier Parish,Alyson Kennedy,SWP,9,FALSE
Louisiana,Caddo Parish,Joe Biden,DEM,55110,TRUE
Louisiana,Caddo Parish,Donald Trump,REP,48021,FALSE
Louisiana,Caddo Parish,Jo Jorgensen,LIB,1021,FALSE
Louisiana,Caddo Parish,Kanye West,IND,290,FALSE
Louisiana,Caddo Parish,Brian Carroll,ASP,122,FALSE
Louisiana,Caddo Parish,Jade Simmons,IND,98,FALSE
Louisiana,Caddo Parish,President Boddie,IND,50,FALSE
Louisiana,Caddo Parish,Don Blankenship,CST,38,FALSE
Louisiana,Caddo Parish,Bill Hammons,UTY,37,FALSE
Louisiana,Caddo Parish,Gloria La Riva,PSL,37,FALSE
Louisiana,Caddo Parish,Brock Pierce,IND,33,FALSE
Louisiana,Caddo Parish,Alyson Kennedy,SWP,28,FALSE
Louisiana,Caddo Parish,Tom Hoefling,LLC,27,FALSE
Louisiana,Calcasieu Parish,Donald Trump,REP,55066,TRUE
Louisiana,Calcasieu Parish,Joe Biden,DEM,25982,FALSE
Louisiana,Calcasieu Parish,Jo Jorgensen,LIB,1083,FALSE
Louisiana,Calcasieu Parish,Kanye West,IND,164,FALSE
Louisiana,Calcasieu Parish,Brian Carroll,ASP,89,FALSE
Louisiana,Calcasieu Parish,Jade Simmons,IND,79,FALSE
Louisiana,Calcasieu Parish,Tom Hoefling,LLC,38,FALSE
Louisiana,Calcasieu Parish,Don Blankenship,CST,36,FALSE
Louisiana,Calcasieu Parish,President Boddie,IND,30,FALSE
Louisiana,Calcasieu Parish,Brock Pierce,IND,27,FALSE
Louisiana,Calcasieu Parish,Gloria La Riva,PSL,26,FALSE
Louisiana,Calcasieu Parish,Bill Hammons,UTY,24,FALSE
Louisiana,Calcasieu Parish,Alyson Kennedy,SWP,19,FALSE
Louisiana,Caldwell Parish,Donald Trump,REP,3976,TRUE
Louisiana,Caldwell Parish,Joe Biden,DEM,745,FALSE
Louisiana,Caldwell Parish,Jo Jorgensen,LIB,21,FALSE
Louisiana,Caldwell Parish,Brian Carroll,ASP,7,FALSE
Louisiana,Caldwell Parish,Kanye West,IND,3,FALSE
Louisiana,Caldwell Parish,Don Blankenship,CST,2,FALSE
Louisiana,Caldwell Parish,Bill Hammons,UTY,2,FALSE
Louisiana,Caldwell Parish,President Boddie,IND,1,FALSE
Louisiana,Caldwell Parish,Tom Hoefling,LLC,1,FALSE
Louisiana,Caldwell Parish,Alyson Kennedy,SWP,1,FALSE
Louisiana,Caldwell Parish,Gloria La Riva,PSL,1,FALSE
Louisiana,Caldwell Parish,Brock Pierce,IND,1,FALSE
Louisiana,Caldwell Parish,Jade Simmons,IND,1,FALSE
Louisiana,Cameron Parish,Donald Trump,REP,3671,TRUE
Louisiana,Cameron Parish,Joe Biden,DEM,324,FALSE
Louisiana,Cameron Parish,Jo Jorgensen,LIB,23,FALSE
